business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
7FHjj04Wy2aqXl22NA_C0g,Aldi,9505 Uptown Dr,Indianapolis,IN,46256,39.9250893,-86.0342432,4.0,18,0,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}","Grocery, Food","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '10:0-18:0'}"
6czqMScx8MRDirv7fxX7pw,Frankie's Fruit Bar,205 E Moana Ln,Reno,NV,89502,39.4928018965,-119.7929971762,4.5,34,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Specialty Food, Food, Shaved Ice, Juice Bars & Smoothies, Fruits & Veggies","{'Monday': '12:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '12:0-20:0'}"
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,14457 N Dale Mabry Hwy,Tampa,FL,33618,28.0787347875,-82.5063104158,3.5,42,0,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'HappyHour': 'True'}","Salad, Restaurants, Burgers, Soul Food","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,9040 Carothers Pkwy,Franklin,TN,37067,35.9565328581,-86.8027199385,4.5,112,1,"{'HasTV': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': True, u'classy': True, u'upscale': True}"", 'RestaurantsTableService': 'True'}","Restaurants, Italian, Nightlife, Bars, Cocktail Bars, Tapas/Small Plates","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,38 E Washington St,Indianapolis,IN,46204,39.7672488945,-86.1567753553,4.0,208,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'GoodForDancing': 'False'}","Restaurants, Lounges, Bars, American (New), Nightlife","{'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-1:0', 'Saturday': '16:0-1:0'}"
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,4002 Spruce St,Philadelphia,PA,19104,39.9516153765,-75.2033457223,4.0,46,0,"{'Caters': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Smoking': ""u'no'"", 'WiFi': ""u'free'"", 'CoatCheck': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'False', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'karaoke': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'""}","Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,,Indianapolis,IN,46250,39.904342,-86.0631561,4.5,20,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}","Cupcakes, Street Vendors, Food Delivery Services, Food Trucks, Desserts, Food","{'Monday': '6:30-20:0', 'Tuesday': '6:30-20:0', 'Wednesday': '6:30-20:0', 'Thursday': '6:30-20:0', 'Friday': '6:30-20:0', 'Saturday': '6:30-20:0', 'Sunday': '8:0-18:0'}"
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,8227 Oak St,New Orleans,LA,70118,29.9486236188,-90.1312502816,3.5,149,0,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'Smoking': ""u'outdoor'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Pizza, Restaurants, Bars, Nightlife, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '12:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,"4100 George J Bean Pkwy, Airside E, Tampa International Airport",Tampa,FL,33607,27.9803985924,-82.5377866183,4.5,39,1,"{'OutdoorSeating': 'False', 'Alcohol': ""'full_bar'"", 'Smoking': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': None, 'street': False, 'validated': None, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'HappyHour': 'False', 'BikeParking': 'False', 'CoatCheck': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}""}","Irish Pub, Bars, Restaurants, Irish, Nightlife","{'Monday': '5:0-21:30', 'Tuesday': '5:0-21:30', 'Wednesday': '5:0-21:30', 'Thursday': '5:0-21:30', 'Friday': '5:0-21:30', 'Saturday': '5:0-21:30', 'Sunday': '5:0-21:30'}"
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,4100 George J Bean Pkwy,Tampa,FL,33607,27.9767745,-82.5374233,2.5,55,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'False', 'WiFi': ""'free'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': False, u'lot': None, u'validated': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'False'}","Restaurants, Breakfast & Brunch, Coffee Roasteries, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,400 E Fairview Ave,Meridian,ID,83642,43.6196488,-116.3871392,4.5,119,1,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'Caters': 'False', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'False'}","Restaurants, Breakfast & Brunch","{'Monday': '7:0-14:0', 'Tuesday': '6:30-14:0', 'Wednesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Friday': '6:30-14:0', 'Saturday': '6:30-14:30', 'Sunday': '7:0-14:30'}"
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,200 St. Albert Rd,St Albert,AB,T8N 5H9,53.625071,-113.6166452,3.5,14,1,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Italian, Chicken Wings, Pizza, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
s_lHc_CrkzOTY3k4VNtN8w,Indy Fuel,1202 E 38th St,Indianapolis,IN,46205,39.827681,-86.135008,4.0,28,1,{'GoodForKids': 'True'},"Professional Sports Teams, Arts & Entertainment",
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,219 S 52nd St,Philadelphia,PA,19139,39.9563959,-75.2253784,4.5,66,1,"{'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'ByAppointmentOnly': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '11:0-20:0'}"
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,5106 E Fowler Ave,Tampa,FL,33617,28.055212,-82.399374,3.0,140,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True'}","Restaurants, Sushi Bars, Japanese","{'Monday': '11:0-23:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '12:30-2:0', 'Sunday': '12:30-22:0'}"
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,300 South St,Philadelphia,PA,19147,39.9412993,-75.1477446,3.0,178,0,"{'Corkage': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'False', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'RestaurantsDelivery': 'False'}","Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,514 S Rampart St,New Orleans,LA,70163,29.95029,-90.074887,3.5,58,0,"{'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True'}","Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-17:0', 'Sunday': '11:0-21:0'}"
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,204 Decatur St,New Orleans,LA,70130,29.9510658,-90.0715323,3.5,172,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food",
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,30 Parking Plz,Ardmore,PA,19003,40.008645,-75.288802,3.5,61,0,"{'Music': ""{'live': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'Smoking': ""u'no'"", 'BikeParking': 'True', 'GoodForDancing': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Italian, Pizza, Gluten-Free, Restaurants, Bars, Wine Bars, Nightlife","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}"
usv5G5cO314pPHRTGq2Eyw,Best Tours,,Philadelphia,PA,19019,40.1197128,-75.0097103,1.0,38,1,,"Tours, Walking Tours, Hotels & Travel, Food Tours",
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,4611 Alabama Ave,Nashville,TN,37209,36.1530043,-86.8433279,5.0,18,1,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'HappyHour': 'False', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BYOB': 'False', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'Corkage': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Caribbean, Food, Restaurants, Food Trucks","{'Monday': '0:0-0:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}"
rZw9O5lJ36m_mXeRKE4G9A,La Sponda,20 E Lancaster Ave,Downingtown,PA,19335,40.0062075104,-75.7044510304,4.5,29,1,"{'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2'}","Italian, Restaurants, Salad, Bars, Venues & Event Spaces, Wine Bars, Nightlife, Event Planning & Services","{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,160 Broadway Boulevard,Sherwood Park,AB,T8H 2A3,53.5426345,-113.3111322,3.5,17,0,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'""}","Burgers, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}"
Pr_Mlt9FqdcW7WCFGJmozA,The Cider Factory,420 S B St,Virginia City,NV,89440,39.305224,-119.652596,4.5,104,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}","Italian, Seafood, American (Traditional), Steakhouses, Restaurants, Comfort Food","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
